1,0.1,35.55935507
1,0.2,34.45005445
1,0.3,36.07119816
1,0.4,34.13924944
1,0.5,36.35806453
1,0.6,34.85820979
1,0.7,35.40082972
1,0.8,33.88098665
1.1,0.1,35.56777476
1.1,0.2,36.60936471
1.1,0.3,35.73631858
1.1,0.4,33.91728937
1.1,0.5,36.07774415
1.1,0.6,34.87592867
1.1,0.7,35.54839342
1.1,0.8,33.65124099
1.2,0.1,35.78205811
1.2,0.2,36.30376981
1.2,0.3,34.80996839
1.2,0.4,33.09492368
1.2,0.5,34.08237699
1.2,0.6,35.2722223
1.2,0.7,36.77332572
1.2,0.8,35.8829864
1.3,0.1,36.34284745
1.3,0.2,34.1578518
1.3,0.3,33.8395406
1.3,0.4,36.34497838
1.3,0.5,34.59655406
1.3,0.6,35.905588
1.3,0.7,37.0895817
1.3,0.8,36.17901505
1.4,0.1,36.65844971
1.4,0.2,33.0889653
1.4,0.3,33.93363871
1.4,0.4,34.57920109
1.4,0.5,34.91772293
1.4,0.6,36.40849134
1.4,0.7,37.86197111
1.4,0.8,36.76442428
1.5,0.1,36.69176863
1.5,0.2,34.24644739
1.5,0.3,34.1991551
1.5,0.4,35.44303343
1.5,0.5,33.8081623
1.5,0.6,33.94806564
1.5,0.7,34.5360064
1.5,0.8,35.9853856
