0.55,1.5,0.8,10,403.88307552094227,393.42
0.4,1.1,0.8,20,409.80598233800293,1041.98
0.4,1.1,0.3,10,353.9461169932731,1619.04
0.55,1.1,0.3,10,290.9814565619321,235.44
0.4,1.5,0.3,10,390.89993490688846,1709.06
0.55,1.5,0.3,10,515.0965163334664,118.04
0.4,1.1,0.8,10,369.8890591454372,1448.92
0.4,1.5,0.8,10,299.29597290079533,1265.86
0.4,1.1,0.3,20,298.58244399006946,1554.8
0.55,1.1,0.3,20,307.37922272191116,411.92
0.4,1.5,0.3,20,399.54348856084516,1303.18
0.55,1.5,0.3,20,267.8419022195846,437.34
0.55,1.1,0.8,20,293.153241048226,269.66
0.4,1.5,0.8,20,366.7190861764082,1585.92
0.55,1.5,0.8,20,293.8078551694129,228.42
