0.55,1.5,0.8,10,66.8661766783632,394.82
0.4,1.1,0.8,20,87.39103565282821,1074.66
0.4,1.1,0.3,10,83.42733519470676,1596.5
0.55,1.1,0.3,10,79.0803011360984,248.6
0.4,1.5,0.3,10,93.59584862471861,1771.44
0.55,1.5,0.3,10,77.52113241973407,114.94
0.4,1.1,0.8,10,74.34837910704293,1470.5
0.4,1.5,0.8,10,91.6827462306216,1298.68
0.4,1.1,0.3,20,73.88141265085801,1636.18
0.55,1.1,0.3,20,79.79565844886652,402.54
0.4,1.5,0.3,20,83.31284652793954,1307.24
0.55,1.5,0.3,20,72.68744189354487,394.82
0.55,1.1,0.8,20,78.01349759340316,262.64
0.4,1.5,0.8,20,83.22527008375286,1647.9
0.55,1.5,0.8,20,83.39936242365143,217.58
