0.55,1.5,0.8,10,301.6202922017457,269.04
0.4,1.1,0.8,20,124.15291013441588,622.82
0.4,1.1,0.3,10,126.80169918620582,823.8
0.55,1.1,0.3,10,81.45277574760557,170.6
0.4,1.5,0.3,10,195.48370845131814,899.74
0.55,1.5,0.3,10,79.21709534126273,25.02
0.4,1.1,0.8,10,81.31919476300239,995.74
0.4,1.5,0.8,10,139.50583250610092,709.98
0.4,1.1,0.3,20,89.38738259104575,903.84
0.55,1.1,0.3,20,107.5584082298938,189.56
0.4,1.5,0.3,20,123.62668760705505,723.72
0.55,1.5,0.3,20,82.25781363786062,273.78
0.55,1.1,0.8,20,100.65204547463816,177.86
0.4,1.5,0.8,20,172.99431863057686,840.52
0.55,1.5,0.8,20,115.66475791698909,104.86
