0.55,1.5,0.8,10,238.5215426787697,367.7
0.4,1.1,0.8,20,267.5027844476289,1069.2
0.4,1.1,0.3,10,248.75577680389873,1708.26
0.55,1.1,0.3,10,152.2759673541514,254.02
0.4,1.5,0.3,10,232.95220470032774,1719.12
0.55,1.5,0.3,10,204.90370592862612,124.28
0.4,1.1,0.8,10,133.82527805079545,1443.18
0.4,1.5,0.8,10,214.63480283692545,1516.66
0.4,1.1,0.3,20,221.24294490335217,1720.24
0.55,1.1,0.3,20,143.93791593159736,419.02
0.4,1.5,0.3,20,168.42432707429066,1273.94
0.55,1.5,0.3,20,206.7286058218028,464.52
0.55,1.1,0.8,20,173.5963012569546,332.0
0.4,1.5,0.8,20,253.77451744669074,1739.96
0.55,1.5,0.8,20,195.96635829210857,227.1
