0.55,1.5,0.8,10,963.6909456180261,318.98
0.4,1.1,0.8,20,501.60982924084533,886.1
0.4,1.1,0.3,10,867.8424046579097,1603.74
0.55,1.1,0.3,10,351.3619430272527,227.84
0.4,1.5,0.3,10,535.921655149743,1454.68
0.55,1.5,0.3,10,391.0140579361942,104.18
0.4,1.1,0.8,10,296.48283918411835,1256.28
0.4,1.5,0.8,10,431.4148345338258,1248.4
0.4,1.1,0.3,20,435.8356809245544,1433.36
0.55,1.1,0.3,20,339.13634803176006,365.46
0.4,1.5,0.3,20,352.38223996819005,1127.0
0.55,1.5,0.3,20,430.5272358659521,404.34
0.55,1.1,0.8,20,282.5357176341399,286.34
0.4,1.5,0.8,20,510.3890565745489,1469.52
0.55,1.5,0.8,20,361.2653691194843,195.76
