0.55,1.5,0.8,10,600.9910614,554.92
0.4,1.1,0.8,20,575.3639865,1517.82
0.4,1.1,0.3,10,536.6059615,2369.84
0.55,1.1,0.3,10,478.5974109,351.4
0.4,1.5,0.3,10,589.6115325,2432.16
0.55,1.5,0.3,10,594.1089581,172.86
0.4,1.1,0.8,10,583.8504273,2167.46
0.4,1.5,0.8,10,478.4438271,1907.82
0.4,1.1,0.3,20,446.2422454,2195.5
0.55,1.1,0.3,20,498.6875244,623.68
0.4,1.5,0.3,20,591.9370477,1910.86
0.55,1.5,0.3,20,433.3763895,684.04
0.55,1.1,0.8,20,506.5565934,406.36
0.4,1.5,0.8,20,590.7508775,2285.6
0.55,1.5,0.8,20,524.1315494,388.88
