0.55,1.5,0.8,10,260.0598918245255,312.86
0.4,1.1,0.8,20,271.0839394301502,886.6
0.4,1.1,0.3,10,265.4852319803504,1437.44
0.55,1.1,0.3,10,187.04824804977986,214.14
0.4,1.5,0.3,10,264.8811384707173,1447.8
0.55,1.5,0.3,10,226.00527902887669,109.64
0.4,1.1,0.8,10,169.08411421051983,1228.6
0.4,1.5,0.8,10,225.64114391055028,1205.86
0.4,1.1,0.3,20,243.76087620229902,1417.1
0.55,1.1,0.3,20,185.83610974282237,370.76
0.4,1.5,0.3,20,196.22000988670897,1008.7
0.55,1.5,0.3,20,221.8570695990721,414.08
0.55,1.1,0.8,20,192.37251941932584,272.0
0.4,1.5,0.8,20,277.73996044434034,1476.38
0.55,1.5,0.8,20,230.87963226168648,205.46
