0.55,1.5,0.8,10,270.81628210269025,421.68
0.4,1.1,0.8,20,330.4145875847604,1215.18
0.4,1.1,0.3,10,380.3063659735945,2016.1
0.55,1.1,0.3,10,198.50725455159252,301.78
0.4,1.5,0.3,10,333.03349851459717,1952.22
0.55,1.5,0.3,10,318.68618189950587,158.74
0.4,1.1,0.8,10,225.41971206242536,1748.8
0.4,1.5,0.8,10,312.0042588916711,1729.64
0.4,1.1,0.3,20,345.3754185540825,1917.92
0.55,1.1,0.3,20,236.4599108692577,531.22
0.4,1.5,0.3,20,284.10252516321697,1424.66
0.55,1.5,0.3,20,304.4916979495857,602.78
0.55,1.1,0.8,20,269.69646479400865,379.82
0.4,1.5,0.8,20,350.57478438311773,2039.72
0.55,1.5,0.8,20,315.9231380885324,302.3
