0.55,1.5,0.8,10,53.978765415191944,253.98
0.4,1.1,0.8,20,60.067409937436466,573.4
0.4,1.1,0.3,10,42.37511133137406,726.74
0.55,1.1,0.3,10,33.87831798878305,141.16
0.4,1.5,0.3,10,90.34099611908603,817.18
0.55,1.5,0.3,10,48.20761813470595,20.3
0.4,1.1,0.8,10,51.17488811115961,901.6
0.4,1.5,0.8,10,69.72138780987576,609.5
0.4,1.1,0.3,20,52.42429232530974,783.08
0.55,1.1,0.3,20,51.93758588665041,153.56
0.4,1.5,0.3,20,66.04822017997203,621.7
0.55,1.5,0.3,20,30.037947214267042,216.72
0.55,1.1,0.8,20,72.79425686847826,147.86
0.4,1.5,0.8,20,75.95086113095117,729.84
0.55,1.5,0.8,20,53.95142131990734,97.82
