0.55,1.5,0.8,10,375.59129458357245,462.08
0.4,1.1,0.8,20,428.8751759689832,1263.08
0.4,1.1,0.3,10,344.25247883300426,1949.82
0.55,1.1,0.3,10,298.4893658426386,298.26
0.4,1.5,0.3,10,415.5836197287257,2057.62
0.55,1.5,0.3,10,373.67350366547214,137.46
0.4,1.1,0.8,10,344.52963598746953,1741.82
0.4,1.5,0.8,10,303.4139506520992,1561.28
0.4,1.1,0.3,20,293.26350682438795,1900.02
0.55,1.1,0.3,20,294.02131294938164,473.76
0.4,1.5,0.3,20,366.1963979745025,1624.2
0.55,1.5,0.3,20,271.47712792316645,505.38
0.55,1.1,0.8,20,280.1439458570671,331.16
0.4,1.5,0.8,20,362.72052387148716,1900.88
0.55,1.5,0.8,20,298.35593915800933,265.76
