0.55,1.5,0.8,10,19.19228035061651,251.24
0.4,1.1,0.8,20,27.024906025700247,671.48
0.4,1.1,0.3,10,29.26616685659046,982.82
0.55,1.1,0.3,10,24.250122165126506,153.84
0.4,1.5,0.3,10,30.90656899007665,1104.7
0.55,1.5,0.3,10,26.03461510738915,73.04
0.4,1.1,0.8,10,22.753240822921533,932.08
0.4,1.5,0.8,10,33.10422636728552,780.86
0.4,1.1,0.3,20,25.72654222538881,1011.52
0.55,1.1,0.3,20,27.63641556653103,251.6
0.4,1.5,0.3,20,28.5124343285377,760.98
0.55,1.5,0.3,20,28.18817191702901,238.88
0.55,1.1,0.8,20,25.793395507886725,155.76
0.4,1.5,0.8,20,27.156076514573293,1038.44
0.55,1.5,0.8,20,32.216697138445454,140.86
